id,query,description,log_probability,log_probability_random,n_elements,evidence,evidence_strength
PF02790,COX2_TM,Cytochrome C oxidase subunit II; transmembrane domain,-0.49158333,-0.49163898,1,0.00002417,Weak
PF08003,Methyltransf_9,Protein of unknown function (DUF1698),-0.49158805,-0.49163898,1,0.00002212,Weak
PF13549,ATP-grasp_5,ATP-grasp domain,-0.98339653,-0.98327796,2,-0.00005149,Negative
PF02321,OEP,Outer membrane efflux protein,-1.47536424,-1.47491694,3,-0.00019426,Negative
PF11844,DUF3364,Domain of unknown function (DUF3364),-0.49237592,-0.49163898,1,-0.00032005,Negative
PF07729,FCD,FCD domain,-13.27515900,-13.27425246,27,-0.00039370,Negative
PF11744,ALMT,Aluminium activated malate transporter,-0.98420859,-0.98327796,2,-0.00040417,Negative
PF00041,fn3,Fibronectin type III domain,-0.49262578,-0.49163898,1,-0.00042856,Negative
PF04453,LptD,LPS transport system D,-0.49281900,-0.49163898,1,-0.00051248,Negative
PF01028,Topoisom_I,Eukaryotic DNA topoisomerase I; catalytic core,-0.49281900,-0.49163898,1,-0.00051248,Negative
PF13085,Fer2_3,2Fe-2S iron-sulfur cluster binding domain,-0.49293679,-0.49163898,1,-0.00056363,Negative
PF01195,Pept_tRNA_hydro,Peptidyl-tRNA hydrolase,-0.49306870,-0.49163898,1,-0.00062092,Negative
PF04376,ATE_N,Arginine-tRNA-protein transferase; N terminus,-0.49394428,-0.49163898,1,-0.00100118,Negative
PF04377,ATE_C,Arginine-tRNA-protein transferase; C terminus,-0.49394428,-0.49163898,1,-0.00100118,Negative
PF02592,Vut_1,Putative vitamin uptake transporter,-0.49398191,-0.49163898,1,-0.00101752,Negative
PF00306,ATP-synt_ab_C,ATP synthase alpha/beta chain; C terminal domain,-0.49416065,-0.49163898,1,-0.00109515,Negative
PF01361,Tautomerase,Tautomerase enzyme,-0.98599264,-0.98327796,2,-0.00117897,Negative
PF01075,Glyco_transf_9,Glycosyltransferase family 9 (heptosyltransferase),-0.98602964,-0.98327796,2,-0.00119504,Negative
PF02423,OCD_Mu_crystall,Ornithine cyclodeaminase/mu-crystallin family,-0.98614346,-0.98327796,2,-0.00124447,Negative
PF00474,SSF,Sodium:solute symporter family,-0.49471068,-0.49163898,1,-0.00133402,Negative
PF05035,DGOK,2-keto-3-deoxy-galactonokinase,-0.49473417,-0.49163898,1,-0.00134423,Negative
PF01472,PUA,PUA domain,-0.49541521,-0.49163898,1,-0.00164000,Negative
PF06812,ImpA_N,ImpA; N-terminal; type VI secretion system,-0.98709798,-0.98327796,2,-0.00165901,Negative
PF00290,Trp_syntA,Tryptophan synthase alpha chain,-0.49550440,-0.49163898,1,-0.00167873,Negative
PF04452,Methyltrans_RNA,RNA methyltransferase,-0.49581413,-0.49163898,1,-0.00181324,Negative
PF04314,PCuAC,Copper chaperone PCu(A)C,-0.49584228,-0.49163898,1,-0.00182547,Negative
PF07987,DUF1775,Domain of unkown function (DUF1775),-0.49584228,-0.49163898,1,-0.00182547,Negative
PF00698,Acyl_transf_1,Acyl transferase domain,-0.98756706,-0.98327796,2,-0.00186273,Negative
PF10003,DUF2244,Integral membrane protein (DUF2244),-0.49594549,-0.49163898,1,-0.00187029,Negative
PF14697,Fer4_21,4Fe-4S dicluster domain,-0.49612372,-0.49163898,1,-0.00194770,Negative
PF04233,Phage_Mu_F,Phage Mu protein F like protein,-0.49692052,-0.49163898,1,-0.00229374,Negative
PF04348,LppC,LppC putative lipoprotein,-0.49715001,-0.49163898,1,-0.00239341,Negative
PF01739,CheR,CheR methyltransferase; SAM binding domain,-0.49788951,-0.49163898,1,-0.00271457,Negative
PF03705,CheR_N,CheR methyltransferase; all-alpha domain,-0.49788951,-0.49163898,1,-0.00271457,Negative
PF01416,PseudoU_synth_1,tRNA pseudouridine synthase,-0.49795967,-0.49163898,1,-0.00274504,Negative
PF06035,Peptidase_C93,Bacterial transglutaminase-like cysteine proteinase BTLCP,-0.49802048,-0.49163898,1,-0.00277145,Negative
PF00188,CAP,Cysteine-rich secretory protein family,-0.49805789,-0.49163898,1,-0.00278770,Negative
PF02629,CoA_binding,CoA binding domain,-0.98990574,-0.98327796,2,-0.00287841,Negative
PF13672,PP2C_2,Protein phosphatase 2C,-0.49833844,-0.49163898,1,-0.00290954,Negative
PF00403,HMA,Heavy-metal-associated domain,-1.97326324,-1.96655592,4,-0.00291295,Negative
PF14622,Ribonucleas_3_3,Ribonuclease-III-like,-0.49835714,-0.49163898,1,-0.00291766,Negative
PF00035,dsrm,Double-stranded RNA binding motif,-0.49835714,-0.49163898,1,-0.00291766,Negative
PF00636,Ribonuclease_3,Ribonuclease III domain,-0.49835714,-0.49163898,1,-0.00291766,Negative
PF04343,DUF488,Protein of unknown function; DUF488,-0.49883380,-0.49163898,1,-0.00312467,Negative
PF09981,DUF2218,Uncharacterized protein conserved in bacteria (DUF2218),-0.49890854,-0.49163898,1,-0.00315713,Negative
PF02669,KdpC,K+-transporting ATPase; c chain,-0.49903932,-0.49163898,1,-0.00321393,Negative
PF11969,DcpS_C,Scavenger mRNA decapping enzyme C-term binding,-0.49924478,-0.49163898,1,-0.00330316,Negative
PF04317,DUF463,YcjX-like family; DUF463,-0.49927279,-0.49163898,1,-0.00331532,Negative
PF03748,FliL,Flagellar basal body-associated protein FliL,-0.49960419,-0.49163898,1,-0.00345924,Negative
PF02082,Rrf2,Iron-dependent Transcriptional regulator,-2.95834312,-2.94983388,6,-0.00369552,Negative
PF00491,Arginase,Arginase family,-1.48349767,-1.47491694,3,-0.00372656,Negative
PF14246,TetR_C_7,AefR-like transcriptional repressor; C-terminal domain,-1.97521211,-1.96655592,4,-0.00375934,Negative
PF02661,Fic,Fic/DOC family,-0.50065800,-0.49163898,1,-0.00391691,Negative
PF13776,DUF4172,Domain of unknown function (DUF4172),-0.50065800,-0.49163898,1,-0.00391691,Negative
PF01729,QRPTase_C,Quinolinate phosphoribosyl transferase; C-terminal domain,-0.99265942,-0.98327796,2,-0.00407432,Negative
PF00908,dTDP_sugar_isom,dTDP-4-dehydrorhamnose 3;5-epimerase,-0.99267581,-0.98327796,2,-0.00408144,Negative
PF12695,Abhydrolase_5,Alpha/beta hydrolase family,-0.50107723,-0.49163898,1,-0.00409898,Negative
PF04891,NifQ,NifQ,-0.50132864,-0.49163898,1,-0.00420817,Negative
PF11638,DnaA_N,DnaA N-terminal domain,-0.50145897,-0.49163898,1,-0.00426477,Negative
PF00308,Bac_DnaA,Bacterial dnaA protein,-0.50145897,-0.49163898,1,-0.00426477,Negative
PF13977,TetR_C_6,BetI-type transcriptional repressor; C-terminal,-0.99365161,-0.98327796,2,-0.00450522,Negative
PF10145,PhageMin_Tail,Phage-related minor tail protein,-0.50205909,-0.49163898,1,-0.00452540,Negative
PF00939,Na_sulph_symp,Sodium:sulfate symporter transmembrane region,-0.99402989,-0.98327796,2,-0.00466950,Negative
PF02613,Nitrate_red_del,Nitrate reductase delta subunit,-0.50248213,-0.49163898,1,-0.00470912,Negative
PF05736,OprF,OprF membrane domain,-0.50256577,-0.49163898,1,-0.00474545,Negative
PF03029,ATP_bind_1,Conserved hypothetical ATP binding protein,-0.99516043,-0.98327796,2,-0.00516049,Negative
PF06689,zf-C4_ClpX,ClpX C4-type zinc finger,-0.50362445,-0.49163898,1,-0.00520522,Negative
PF11000,DUF2840,Protein of unknown function (DUF2840),-0.50410682,-0.49163898,1,-0.00541472,Negative
PF03799,FtsQ,Cell division protein FtsQ,-0.50415782,-0.49163898,1,-0.00543687,Negative
PF03725,RNase_PH_C,3' exoribonuclease family; domain 2,-0.99579817,-0.98327796,2,-0.00543746,Negative
PF01138,RNase_PH,3' exoribonuclease family; domain 1,-0.99579817,-0.98327796,2,-0.00543746,Negative
PF06897,DUF1269,Protein of unknown function (DUF1269),-0.50427836,-0.49163898,1,-0.00548921,Negative
PF01728,FtsJ,FtsJ-like methyltransferase,-1.48765248,-1.47491694,3,-0.00553097,Negative
PF13477,Glyco_trans_4_2,Glycosyl transferase 4-like,-0.50491777,-0.49163898,1,-0.00576691,Negative
PF13469,Sulfotransfer_3,Sulfotransferase family,-0.50507059,-0.49163898,1,-0.00583327,Negative
PF00685,Sulfotransfer_1,Sulfotransferase domain,-0.50507059,-0.49163898,1,-0.00583327,Negative
PF03160,Calx-beta,Calx-beta domain,-0.50525115,-0.49163898,1,-0.00591169,Negative
PF00553,CBM_2,Cellulose binding domain,-0.50525115,-0.49163898,1,-0.00591169,Negative
PF00150,Cellulase,Cellulase (glycosyl hydrolase family 5),-0.50525115,-0.49163898,1,-0.00591169,Negative
PF10067,DUF2306,Predicted membrane protein (DUF2306),-0.50615326,-0.49163898,1,-0.00630347,Negative
PF10118,Metal_hydrol,Predicted metal-dependent hydrolase,-0.50618562,-0.49163898,1,-0.00631753,Negative
PF01584,CheW,CheW-like domain,-0.99884861,-0.98327796,2,-0.00676225,Negative
PF01795,Methyltransf_5,MraW methylase family,-0.50722504,-0.49163898,1,-0.00676894,Negative
PF00959,Phage_lysozyme,Phage lysozyme,-0.50746043,-0.49163898,1,-0.00687117,Negative
PF01148,CTP_transf_1,Cytidylyltransferase family,-0.50775110,-0.49163898,1,-0.00699741,Negative
PF13176,TPR_7,Tetratricopeptide repeat,-0.99988751,-0.98327796,2,-0.00721344,Negative
PF04355,SmpA_OmlA,SmpA / OmlA family,-0.50839200,-0.49163898,1,-0.00727574,Negative
PF00697,PRAI,N-(5'phosphoribosyl)anthranilate (PRA) isomerase,-0.50863161,-0.49163898,1,-0.00737981,Negative
PF14415,DUF4424,Domain of unknown function (DUF4424),-0.50953864,-0.49163898,1,-0.00777372,Negative
PF01121,CoaE,Dephospho-CoA kinase,-0.50992964,-0.49163898,1,-0.00794353,Negative
PF05940,NnrS,NnrS protein,-0.51007219,-0.49163898,1,-0.00800544,Negative
PF04191,PEMT,Phospholipid methyltransferase,-0.51017334,-0.49163898,1,-0.00804937,Negative
PF01222,ERG4_ERG24,Ergosterol biosynthesis ERG4/ERG24 family,-0.51017334,-0.49163898,1,-0.00804937,Negative
PF04983,RNA_pol_Rpb1_3,RNA polymerase Rpb1; domain 3,-0.51036180,-0.49163898,1,-0.00813122,Negative
PF04998,RNA_pol_Rpb1_5,RNA polymerase Rpb1; domain 5,-0.51036180,-0.49163898,1,-0.00813122,Negative
PF00623,RNA_pol_Rpb1_2,RNA polymerase Rpb1; domain 2,-0.51036180,-0.49163898,1,-0.00813122,Negative
PF04997,RNA_pol_Rpb1_1,RNA polymerase Rpb1; domain 1,-0.51036180,-0.49163898,1,-0.00813122,Negative
PF05000,RNA_pol_Rpb1_4,RNA polymerase Rpb1; domain 4,-0.51036180,-0.49163898,1,-0.00813122,Negative
PF09312,SurA_N,SurA N-terminal domain,-0.51050426,-0.49163898,1,-0.00819309,Negative
PF12281,NTP_transf_8,Nucleotidyltransferase,-0.51091769,-0.49163898,1,-0.00837264,Negative
PF08491,SE,Squalene epoxidase,-0.51204195,-0.49163898,1,-0.00886090,Negative
PF13662,Toprim_4,Toprim domain,-1.49543603,-1.47491694,3,-0.00891133,Negative
PF03981,Ubiq_cyt_C_chap,Ubiquinol-cytochrome C chaperone,-0.51232159,-0.49163898,1,-0.00898234,Negative
PF04982,HPP,HPP family,-1.00396937,-0.98327796,2,-0.00898617,Negative
PF00677,Lum_binding,Lumazine binding domain,-0.51242700,-0.49163898,1,-0.00902812,Negative
PF02666,PS_Dcarbxylase,Phosphatidylserine decarboxylase,-0.51250032,-0.49163898,1,-0.00905996,Negative
PF09439,SRPRB,Signal recognition particle receptor beta subunit,-0.51303166,-0.49163898,1,-0.00929072,Negative
PF01758,SBF,Sodium Bile acid symporter family,-0.51303166,-0.49163898,1,-0.00929072,Negative
PF13593,SBF_like,SBF-like CPA transporter family (DUF4137),-0.51303166,-0.49163898,1,-0.00929072,Negative
PF12098,DUF3574,Protein of unknown function (DUF3574),-0.51318275,-0.49163898,1,-0.00935634,Negative
PF00416,Ribosomal_S13,Ribosomal protein S13/S18,-0.51327888,-0.49163898,1,-0.00939809,Negative
PF13432,TPR_16,Tetratricopeptide repeat,-4.44678858,-4.42475082,9,-0.00957088,Negative
PF01368,DHH,DHH family,-0.51388740,-0.49163898,1,-0.00966236,Negative
PF17768,RecJ_OB,RecJ OB domain,-0.51388740,-0.49163898,1,-0.00966236,Negative
PF00490,ALAD,Delta-aminolevulinic acid dehydratase,-0.51411146,-0.49163898,1,-0.00975967,Negative
PF02381,MraZ,MraZ protein; putative antitoxin-like,-0.51457308,-0.49163898,1,-0.00996015,Negative
PF00201,UDPGT,UDP-glucoronosyl and UDP-glucosyl transferase,-0.51458678,-0.49163898,1,-0.00996611,Negative
PF01980,TrmO,tRNA-methyltransferase O,-0.51461420,-0.49163898,1,-0.00997801,Negative
PF12766,Pyridox_oxase_2,Pyridoxamine 5'-phosphate oxidase,-0.51471470,-0.49163898,1,-0.01002166,Negative
PF10590,PNP_phzG_C,Pyridoxine 5'-phosphate oxidase C-terminal dimerisation region,-0.51471470,-0.49163898,1,-0.01002166,Negative
PF05853,BKACE,beta-keto acid cleavage enzyme,-1.00654864,-0.98327796,2,-0.01010633,Negative
PF08857,ParBc_2,Putative ParB-like nuclease,-0.51564144,-0.49163898,1,-0.01042414,Negative
PF00696,AA_kinase,Amino acid kinase family,-2.97428274,-2.94983388,6,-0.01061801,Negative
PF03746,LamB_YcsF,LamB/YcsF family,-0.51648952,-0.49163898,1,-0.01079245,Negative
PF11533,DUF3225,Protein of unknown function (DUF3225),-0.51661254,-0.49163898,1,-0.01084588,Negative
PF13577,SnoaL_4,SnoaL-like domain,-0.51661254,-0.49163898,1,-0.01084588,Negative
PF04536,TPM_phosphatase,TPM domain,-0.51661710,-0.49163898,1,-0.01084786,Negative
PF02446,Glyco_hydro_77,4-alpha-glucanotransferase,-0.51731840,-0.49163898,1,-0.01115243,Negative
PF00588,SpoU_methylase,SpoU rRNA Methylase family,-1.99233258,-1.96655592,4,-0.01119466,Negative
PF04115,Ureidogly_lyase,Ureidoglycolate lyase,-0.51791896,-0.49163898,1,-0.01141325,Negative
PF18011,Catalase_C,C-terminal domain found in long catalases,-0.51800537,-0.49163898,1,-0.01145078,Negative
PF00344,SecY,SecY translocase,-0.51868715,-0.49163898,1,-0.01174687,Negative
PF07508,Recombinase,Recombinase,-0.51893243,-0.49163898,1,-0.01185340,Negative
PF00239,Resolvase,Resolvase; N terminal domain,-0.51893243,-0.49163898,1,-0.01185340,Negative
PF03548,LolA,Outer membrane lipoprotein carrier protein LolA,-0.51909137,-0.49163898,1,-0.01192242,Negative
PF08423,Rad51,Rad51,-0.51933651,-0.49163898,1,-0.01202889,Negative
PF06793,UPF0262,Uncharacterised protein family (UPF0262),-0.51963602,-0.49163898,1,-0.01215896,Negative
PF01618,MotA_ExbB,MotA/TolQ/ExbB proton channel family,-1.50322375,-1.47491694,3,-0.01229349,Negative
PF17778,BLACT_WH,Beta-lactamase associated winged helix domain,-0.52004425,-0.49163898,1,-0.01233625,Negative
PF06026,Rib_5-P_isom_A,Ribose 5-phosphate isomerase A (phosphoriboisomerase A),-0.52010773,-0.49163898,1,-0.01236382,Negative
PF18348,SH3_16,Bacterial dipeptidyl-peptidase Sh3 domain,-0.52042958,-0.49163898,1,-0.01250360,Negative
PF04079,SMC_ScpB,Segregation and condensation complex subunit ScpB,-0.52058366,-0.49163898,1,-0.01257052,Negative
PF09722,DUF2384,Protein of unknown function (DUF2384),-0.52070599,-0.49163898,1,-0.01262364,Negative
PF02636,Methyltransf_28,Putative S-adenosyl-L-methionine-dependent methyltransferase,-0.52077395,-0.49163898,1,-0.01265315,Negative
PF03147,FDX-ACB,Ferredoxin-fold anticodon binding domain,-0.52092795,-0.49163898,1,-0.01272004,Negative
PF17759,tRNA_synthFbeta,Phenylalanyl tRNA synthetase beta chain CLM domain,-0.52092795,-0.49163898,1,-0.01272004,Negative
PF03483,B3_4,B3/4 domain,-0.52092795,-0.49163898,1,-0.01272004,Negative
PF03484,B5,tRNA synthetase B5 domain,-0.52092795,-0.49163898,1,-0.01272004,Negative
PF08436,DXP_redisom_C,1-deoxy-D-xylulose 5-phosphate reductoisomerase C-terminal domain,-0.52124491,-0.49163898,1,-0.01285769,Negative
PF02670,DXP_reductoisom,1-deoxy-D-xylulose 5-phosphate reductoisomerase,-0.52124491,-0.49163898,1,-0.01285769,Negative
PF13288,DXPR_C,DXP reductoisomerase C-terminal domain,-0.52124491,-0.49163898,1,-0.01285769,Negative
PF14552,Tautomerase_2,Tautomerase enzyme,-0.52149386,-0.49163898,1,-0.01296581,Negative
PF05187,ETF_QO,Electron transfer flavoprotein-ubiquinone oxidoreductase; 4Fe-4S,-1.01315532,-0.98327796,2,-0.01297557,Negative
PF02660,G3P_acyltransf,Glycerol-3-phosphate acyltransferase,-0.52171558,-0.49163898,1,-0.01306210,Negative
PF03726,PNPase,Polyribonucleotide nucleotidyltransferase; RNA binding domain,-0.52181058,-0.49163898,1,-0.01310336,Negative
PF00013,KH_1,KH domain,-0.52181058,-0.49163898,1,-0.01310336,Negative
PF03968,LptD_N,LptA/(LptD N-terminal domain) LPS transport protein,-1.01380582,-0.98327796,2,-0.01325808,Negative
PF03070,TENA_THI-4,TENA/THI-4/PQQC family,-0.52223114,-0.49163898,1,-0.01328601,Negative
PF04279,IspA,Intracellular septation protein A,-1.01430235,-0.98327796,2,-0.01347372,Negative
PF02433,FixO,Cytochrome C oxidase; mono-heme subunit/FixO,-0.52279153,-0.49163898,1,-0.01352938,Negative
PF00825,Ribonuclease_P,Ribonuclease P,-0.52313477,-0.49163898,1,-0.01367845,Negative
PF06080,DUF938,Protein of unknown function (DUF938),-0.52322959,-0.49163898,1,-0.01371963,Negative
PF00657,Lipase_GDSL,GDSL-like Lipase/Acylhydrolase,-0.52324765,-0.49163898,1,-0.01372747,Negative
PF06470,SMC_hinge,SMC proteins Flexible Hinge Domain,-0.52368543,-0.49163898,1,-0.01391760,Negative
PF07024,ImpE,ImpE protein,-1.01549298,-0.98327796,2,-0.01399080,Negative
PF01458,SUFBD,SUF system FeS cluster assembly; SufBD,-1.99907673,-1.96655592,4,-0.01412361,Negative
PF02152,FolB,Dihydroneopterin aldolase,-0.52417707,-0.49163898,1,-0.01413111,Negative
PF00950,ABC-3,ABC 3 transport family,-0.52426273,-0.49163898,1,-0.01416832,Negative
PF01694,Rhomboid,Rhomboid family,-0.52427175,-0.49163898,1,-0.01417223,Negative
PF03562,MltA,MltA specific insert domain,-0.52466837,-0.49163898,1,-0.01434448,Negative
PF06725,3D,3D domain,-0.52466837,-0.49163898,1,-0.01434448,Negative
PF00589,Phage_integrase,Phage integrase family,-2.98326668,-2.94983388,6,-0.01451968,Negative
PF00121,TIM,Triosephosphate isomerase,-0.52514134,-0.49163898,1,-0.01454989,Negative
PF14748,P5CR_dimer,Pyrroline-5-carboxylate reductase dimerisation,-0.52519537,-0.49163898,1,-0.01457336,Negative
PF00198,2-oxoacid_dh,2-oxoacid dehydrogenases acyltransferase (catalytic domain),-1.01707853,-0.98327796,2,-0.01467940,Negative
PF02817,E3_binding,e3 binding domain,-1.01707853,-0.98327796,2,-0.01467940,Negative
PF09663,Amido_AtzD_TrzD,Amidohydrolase ring-opening protein (Amido_AtzD_TrzD),-1.01736837,-0.98327796,2,-0.01480528,Negative
PF04379,DUF525,ApaG domain,-0.52577598,-0.49163898,1,-0.01482551,Negative
PF01765,RRF,Ribosome recycling factor,-0.52614931,-0.49163898,1,-0.01498764,Negative
PF04364,DNA_pol3_chi,DNA polymerase III chi subunit; HolC,-0.52624823,-0.49163898,1,-0.01503061,Negative
PF03947,Ribosomal_L2_C,Ribosomal Proteins L2; C-terminal domain,-0.52625722,-0.49163898,1,-0.01503451,Negative
PF00181,Ribosomal_L2,Ribosomal Proteins L2; RNA binding domain,-0.52625722,-0.49163898,1,-0.01503451,Negative
PF13431,TPR_17,Tetratricopeptide repeat,-3.47609711,-3.44147286,7,-0.01503712,Negative
PF13607,Succ_CoA_lig,Succinyl-CoA ligase like flavodoxin domain,-1.01807365,-0.98327796,2,-0.01511158,Negative
PF02657,SufE,Fe-S metabolism associated domain,-1.01825492,-0.98327796,2,-0.01519030,Negative
PF04972,BON,BON domain,-0.52669321,-0.49163898,1,-0.01522386,Negative
PF01643,Acyl-ACP_TE,Acyl-ACP thioesterase,-0.52685496,-0.49163898,1,-0.01529411,Negative
PF00012,HSP70,Hsp70 protein,-2.00189175,-1.96655592,4,-0.01534616,Negative
PF01794,Ferric_reduct,Ferric reductase like transmembrane component,-0.52717385,-0.49163898,1,-0.01543260,Negative
PF00189,Ribosomal_S3_C,Ribosomal protein S3; C-terminal domain,-0.52749261,-0.49163898,1,-0.01557103,Negative
PF01206,TusA,Sulfurtransferase TusA,-0.52769905,-0.49163898,1,-0.01566069,Negative
PF02978,SRP_SPB,Signal peptide binding domain,-0.52778431,-0.49163898,1,-0.01569772,Negative
PF01189,Methyltr_RsmB-F,16S rRNA methyltransferase RsmB/F,-1.51109935,-1.47491694,3,-0.01571382,Negative
PF01510,Amidase_2,N-acetylmuramoyl-L-alanine amidase,-1.01957733,-0.98327796,2,-0.01576462,Negative
PF00472,RF-1,RF-1 domain,-1.51144627,-1.47491694,3,-0.01586449,Negative
PF10502,Peptidase_S26,Signal peptidase; peptidase S26,-1.02007864,-0.98327796,2,-0.01598233,Negative
PF04560,RNA_pol_Rpb2_7,RNA polymerase Rpb2; domain 7,-0.52867663,-0.49163898,1,-0.01608525,Negative
PF04563,RNA_pol_Rpb2_1,RNA polymerase beta subunit,-0.52867663,-0.49163898,1,-0.01608525,Negative
PF04565,RNA_pol_Rpb2_3,RNA polymerase Rpb2; domain 3,-0.52867663,-0.49163898,1,-0.01608525,Negative
PF04561,RNA_pol_Rpb2_2,RNA polymerase Rpb2; domain 2,-0.52867663,-0.49163898,1,-0.01608525,Negative
PF10385,RNA_pol_Rpb2_45,RNA polymerase beta subunit external 1 domain,-0.52867663,-0.49163898,1,-0.01608525,Negative
PF00562,RNA_pol_Rpb2_6,RNA polymerase Rpb2; domain 6,-0.52867663,-0.49163898,1,-0.01608525,Negative
PF04140,ICMT,Isoprenylcysteine carboxyl methyltransferase (ICMT) family,-1.02034667,-0.98327796,2,-0.01609874,Negative
PF04311,DUF459,Protein of unknown function (DUF459),-0.52931271,-0.49163898,1,-0.01636149,Negative
PF09296,NUDIX-like,NADH pyrophosphatase-like rudimentary NUDIX domain,-0.52939330,-0.49163898,1,-0.01639649,Negative
PF09297,zf-NADH-PPase,NADH pyrophosphatase zinc ribbon domain,-0.52939330,-0.49163898,1,-0.01639649,Negative
PF00285,Citrate_synt,Citrate synthase; C-terminal domain,-0.52947835,-0.49163898,1,-0.01643343,Negative
PF01479,S4,S4 domain,-3.47944485,-3.44147286,7,-0.01649103,Negative
PF00996,GDI,GDP dissociation inhibitor,-0.52976479,-0.49163898,1,-0.01655783,Negative
PF06078,DUF937,Bacterial protein of unknown function (DUF937),-0.52996165,-0.49163898,1,-0.01664333,Negative
PF01987,AIM24,Mitochondrial biogenesis AIM24,-0.53044464,-0.49163898,1,-0.01685308,Negative
PF07238,PilZ,PilZ domain,-1.02209403,-0.98327796,2,-0.01685761,Negative
PF01450,IlvC,Acetohydroxy acid isomeroreductase; catalytic domain,-1.02210172,-0.98327796,2,-0.01686094,Negative
PF01171,ATP_bind_3,PP-loop family,-0.53051616,-0.49163898,1,-0.01688415,Negative
PF02576,DUF150,RimP N-terminal domain,-0.53068154,-0.49163898,1,-0.01695597,Negative
PF17384,DUF150_C,RimP C-terminal SH3 domain,-0.53068154,-0.49163898,1,-0.01695597,Negative
PF12705,PDDEXK_1,PD-(D/E)XK nuclease superfamily,-1.02244428,-0.98327796,2,-0.01700972,Negative
PF03740,PdxJ,Pyridoxal phosphate biosynthesis protein PdxJ,-0.53081560,-0.49163898,1,-0.01701419,Negative
PF17975,RNR_Alpha,Ribonucleotide reductase alpha domain,-0.53098985,-0.49163898,1,-0.01708987,Negative
PF04116,FA_hydroxylase,Fatty acid hydroxylase superfamily,-0.53113725,-0.49163898,1,-0.01715388,Negative
PF00245,Alk_phosphatase,Alkaline phosphatase,-0.53117299,-0.49163898,1,-0.01716940,Negative
